district_code,district_name_w_charters,district_name_x,total_#_of_classes,average_class_size,number_of_students,african_american_%,asian_%,hispanic_%,white_%,native_american_%,"native_hawaiian,_pacific_islander_%","multi-race,_non-hispanic_%",tests_taken_x,score=1_x,score=2_x,score=3_x,score=4_x,score=5_x,%_score_1-2_x,%_score_3-5_x,tests_taken_y,score=1_y,score=2_y,score=3_y,score=4_y,score=5_y,%_score_1-2_y,%_score_3-5_y,tests_takers,tests_taken_x,one_test,two_tests,three_tests,four_tests,five_or_more_tests,high_school_graduates_(#),attending_coll./univ._(#),attending_coll./univ._(%),private_two-year_(%),private_four-year_(%),public_two-year_(%),public_four-year_(%),ma_community_college_(%),ma_state_university_(%),univ.of_mass._(%),tests_taken_y,reading_/_writing,writing,math,#_in_cohort,%_graduated,%_still_in_school,%_non-grad_completers,%_h.s._equiv.,%_dropped_out,%_permanently_excluded
8550000,Old Colony Regional Vocational Technical,Old Colony Regional Vocational Technical,248,16.6,553,0.5,0.9,2.2,93.7,0.2,0,2.5,75,21,30,14,7,3,68,32,75,21,30,14,7,3,68,32,65,75,56,8,1,0,0,134,68,50.7,0,17.6,38.2,44.1,35.3,25,16.2,10,564,,543,135,99.3,0.7,0,0,0,0
7400000,Old Rochester,Old Rochester,"1,240",8.8,"1,136",2.3,1.4,1.9,89.4,0.1,0,4.9,422,39,94,144,88,57,31.5,68.5,422,39,94,144,88,57,31.5,68.5,224,422,110,57,37,14,6,171,131,76.6,0,32.8,10.7,56.5,10.7,13.7,20.6,99,593,,583,180,95,2.8,1.1,0,1.1,0
35150000,Old Sturbridge Academy Charter Public School (District),,7,40,280,4.6,0.7,13.2,80.4,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230000,Orange,,153,15.4,472,1.3,0.6,8.5,84.5,0.2,0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240000,Orleans,,190,10.9,174,4,1.2,10.9,78.7,0.6,0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260000,Oxford,Oxford,622,16.5,"1,488",2.4,1.1,12.8,79.1,0.1,0.1,4.2,122,28,45,24,15,10,59.8,40.2,122,28,45,24,15,10,59.8,40.2,74,122,40,22,10,2,0,89,54,60.7,0,25.9,27.8,46.3,27.8,31.5,9.3,78,521,,506,106,82.1,5.7,1.9,0,10.4,0
2270000,Palmer,Palmer,985,14.7,"1,208",3.7,2.5,13.3,75.9,0.1,0,4.5,58,21,11,17,6,3,55.2,44.8,58,21,11,17,6,3,55.2,44.8,40,58,25,12,3,0,0,83,44,53,0,31.8,50,18.2,47.7,6.8,4.5,9,,,,89,92.1,5.6,0,0,2.2,0
8600000,Pathfinder Regional Vocational Technical,Pathfinder Regional Vocational Technical,548,11.3,602,0.7,0,4.2,92.2,0,0,3,104,58,35,9,1,1,89.4,10.6,104,58,35,9,1,1,89.4,10.6,74,104,50,18,6,0,0,151,34,22.5,0,32.4,50,17.6,47.1,17.6,0,3,,,,161,92.5,3.7,1.9,0,1.9,0
35010000,Paulo Freire Social Justice Charter School (District),Paulo Freire Social Justice Charter School (District),184,15.1,250,10,0.4,86.8,2.4,0,0.4,0,15,13,2,0,0,0,100,0,15,13,2,0,0,0,100,0,13,15,12,0,1,0,0,54,15,27.8,0,33.3,53.3,13.3,53.3,13.3,0,4,,,,73,71.4,24.7,0,0,4,0
2290000,Peabody,Peabody,"2,964",16.4,"5,813",3.8,2.1,19.4,72.5,0.2,0,2,308,30,104,79,73,22,43.5,56.5,308,30,104,79,73,22,43.5,56.5,188,308,107,55,13,13,0,335,204,60.9,0,37.7,20.6,41.7,19.1,18.6,12.3,169,537,,530,374,88,5.9,0.3,0,5.9,0
2300000,Pelham,,43,13.9,102,3.9,4.9,12.8,72.6,0,0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310000,Pembroke,Pembroke,"1,195",16.9,"2,620",0.5,1,1.9,94,0.1,0,2.5,388,47,105,117,83,36,39.2,60.8,388,47,105,117,83,36,39.2,60.8,210,388,98,57,45,9,1,191,139,72.8,0,36,7.2,56.8,7.2,12.2,21.6,157,573,,561,192,97.9,2.1,0,0,0,0
7450000,Pentucket,Pentucket,"1,226",16.3,"2,191",0.4,1.2,6,89.9,0.1,0,2.5,332,35,87,104,68,38,36.7,63.3,332,35,87,104,68,38,36.7,63.3,179,332,75,64,32,7,1,182,146,80.2,0,40.4,13,46.6,13,4.1,18.5,198,581,,572,188,94.7,1.6,0,0.5,3.2,0
2340000,Petersham,,49,15.9,121,0,0,8.3,88.4,0,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35180000,Phoenix Academy Public Charter High School Lawrence (District),,46,6.5,156,0.6,0,90.4,7.7,1.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,18,3,16.7,0,0,66.7,33.3,66.7,0,0,,,,,42,19.6,66.1,0,0,14.3,0
35080000,Phoenix Academy Public Charter High School Springfield (District),,12,61.9,201,13.4,0.5,76.6,6,0.5,0.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,62,14.4,57.6,0,3.6,24.4,0
4930000,Phoenix Charter Academy (District),,30,37.1,216,11.1,0,83.8,3.2,1.4,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,15,3,20,0,66.7,33.3,0,33.3,0,0,,,,,101,9.9,31.7,0,2,56.4,0
4940000,Pioneer Charter School of Science (District),Pioneer Charter School of Science (District),344,19.2,801,24.6,6.4,28.8,36.2,1.5,0,2.5,149,47,40,37,19,6,58.4,41.6,149,47,40,37,19,6,58.4,41.6,75,149,23,31,20,1,0,47,37,78.7,0,37.8,10.8,51.4,10.8,5.4,43.2,13,580,,608,50,94,6,0,0,0,0
35060000,Pioneer Charter School of Science II (PCSS-II) (District),Pioneer Charter School of Science II (PCSS-II) (District),155,18.4,360,36.4,13.1,25.6,22.2,0.6,0,2.2,166,37,38,47,31,13,45.2,54.8,166,37,38,47,31,13,45.2,54.8,87,166,38,29,10,10,0,45,33,73.3,0,36.4,27.3,36.4,27.3,3,30.3,26,548,,612,45,100,0,0,0,0,0
7500000,Pioneer Valley,Pioneer Valley,406,12.1,631,0.6,0.6,1.9,92.1,0.2,0.5,4.1,61,19,25,9,8,0,72.1,27.9,61,19,25,9,8,0,72.1,27.9,35,61,17,10,8,0,0,40,31,77.5,0,41.9,16.1,41.9,16.1,12.9,9.7,42,539,,507,40,97.5,0,2.5,0,0,0
4970000,Pioneer Valley Chinese Immersion Charter (District),,308,17.5,558,10.4,19.5,8.6,48.2,0,0.2,13.1,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,57,624,,606,8,100,0,0,0,0,0
4790000,Pioneer Valley Performing Arts Charter Public (District),Pioneer Valley Performing Arts Charter Public (District),298,13.9,403,8.2,1,20.4,63,0,0.3,7.2,7,,,,,,,,7,,,,,,,,5,,,,,,,61,38,62.3,0,60.5,21.1,18.4,13.2,2.6,7.9,14,621,,556,61,96.7,1.6,0,0,1.6,0
2360000,Pittsfield,Pittsfield,"2,269",14,"4,967",11.8,1.3,16.5,60.4,0.3,0,9.6,490,134,155,142,42,17,59,41,490,134,155,142,42,17,59,41,295,490,154,91,46,4,0,343,197,57.4,1,32,44.2,22.8,42.6,5.6,10.7,143,533,,516,396,83.6,5.6,0,2.5,8.3,0
2380000,Plainville,,124,19.2,632,5.5,3.3,7.9,79.6,0,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390000,Plymouth,Plymouth,"5,125",15.3,"7,102",2.1,1,6.8,85,0.2,0,4.9,994,123,270,314,194,93,39.5,60.5,994,123,270,314,194,93,39.5,60.5,469,994,176,137,108,29,19,569,365,64.1,0,36.2,19.5,44.4,19.5,17.3,14.5,691,528,,521,592,93.9,2.2,0.3,0.2,3.4,0
2400000,Plympton,,111,14.7,220,0,0,2.3,96.8,0.5,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870000,Prospect Hill Academy Charter (District),Prospect Hill Academy Charter (District),445,18.3,"1,105",57,7.2,21,10.8,0,0.2,3.9,70,23,30,13,4,0,75.7,24.3,70,23,30,13,4,0,75.7,24.3,48,70,34,8,5,0,1,59,53,89.8,0,43.4,20.8,35.8,20.8,11.3,24.5,38,510,,507,64,90.6,4.7,0,0,4.7,0
2420000,Provincetown,,52,11.3,147,23.8,0.7,14.3,52.4,0,0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7530000,Quabbin,Quabbin,"1,258",14.4,"2,116",1.1,1.3,6.1,89.2,0.1,0.1,2.1,164,33,58,36,21,16,55.5,44.5,164,33,58,36,21,16,55.5,44.5,107,164,63,33,9,2,0,141,100,70.9,0,42,17,41,16,17,9,50,569,,577,154,89,4.5,0,1.3,5.2,0
7780000,Quaboag Regional,Quaboag Regional,597,14.7,"1,128",0.8,0.4,6.8,87.9,0.1,0,4.1,199,30,68,59,28,14,49.2,50.8,199,30,68,59,28,14,49.2,50.8,126,199,75,30,20,1,0,65,37,56.9,0,54.1,10.8,35.1,10.8,10.8,10.8,18,583,,552,67,92.5,3,1.5,1.5,1.5,0
2430000,Quincy,Quincy,"6,287",12.7,"9,515",7.3,40.3,8.5,39.7,0.2,0.3,3.7,570,37,87,169,165,112,21.8,78.2,570,37,87,169,165,112,21.8,78.2,305,570,148,81,52,17,7,647,433,66.9,0,32.1,12.5,55.4,12.2,13.6,38.8,367,567,,578,677,93.2,4,1,0.1,1.6,0
7550000,Ralph C Mahar,Ralph C Mahar,548,15.3,622,1.8,1.6,7.9,84.6,0.2,0,4,65,8,27,19,8,3,53.8,46.2,65,8,27,19,8,3,53.8,46.2,37,65,20,10,5,1,1,81,36,44.4,0,19.4,50,30.6,50,16.7,13.9,1,,,,104,79.8,9.6,1.9,0,8.7,0
2440000,Randolph,Randolph,"1,078",13.6,"2,696",49.4,17.6,16.2,11.8,0.3,0.1,4.6,156,49,40,39,20,8,57.1,42.9,156,49,40,39,20,8,57.1,42.9,93,156,50,24,18,1,0,153,95,62.1,0,29.5,30.5,40,29.5,3.2,35.8,25,564,,580,187,75.9,12.3,3.2,1.1,7.5,0
2460000,Reading,Reading,"1,760",16.7,"3,980",2.6,5.5,3.3,86.1,0.1,0,2.5,326,21,64,93,99,49,26.1,73.9,326,21,64,93,99,49,26.1,73.9,201,326,124,49,13,12,3,309,250,80.9,0,48.8,6,45.2,5.6,7.2,15.6,470,581,,588,314,96.8,3.2,0,0,0,0
2480000,Revere,Revere,"4,140",15.6,"7,294",3.6,4.4,58.5,31.5,0.3,0,1.8,358,72,120,82,56,28,53.6,46.4,358,72,120,82,56,28,53.6,46.4,240,358,143,78,17,2,0,437,220,50.3,0,32.7,23.2,44.1,22.7,14.5,26.4,308,516,,525,550,74.5,12.2,2.7,0.4,10,0.2
2490000,Richmond,,113,14.7,151,1.3,0,7.3,87.4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830000,Rising Tide Charter Public (District),Rising Tide Charter Public (District),303,20,668,0.9,1.4,3.9,85.8,1.1,0,7,25,5,8,8,1,3,52,48,25,5,8,8,1,3,52,48,16,25,9,5,2,0,0,67,59,88.1,0,59.3,15.3,25.4,15.3,13.6,5.1,84,572,,550,70,95.7,2.9,0,1.4,0,0
4820000,River Valley Charter (District),,146,11.7,286,0.4,1.4,5.6,88.1,0.4,0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500000,Rochester,,367,16.8,493,0.2,0,2.6,92.9,0,0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510000,Rockland,Rockland,"1,446",14.4,"2,211",6.3,1.3,17.6,70.2,0,0,4.6,117,27,51,25,12,2,66.7,33.3,117,27,51,25,12,2,66.7,33.3,72,117,41,18,12,1,0,157,106,67.5,0,33,22.6,43.4,21.7,19.8,13.2,86,526,,521,176,88.1,5.1,0.6,0,6.3,0
2520000,Rockport,Rockport,459,14.7,770,0.7,1.8,3.6,90.4,0,0.1,3.4,147,49,41,34,19,4,61.2,38.8,147,49,41,34,19,4,61.2,38.8,65,147,23,15,16,9,2,75,50,66.7,0,48,6,46,6,10,12,29,603,,589,79,94.9,2.5,1.3,0,1.3,0
2530000,Rowe,,21,16.1,63,0,0,4.8,81,0,0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840000,Roxbury Preparatory Charter (District),Roxbury Preparatory Charter (District),335,29.9,"1,589",56.2,0.6,40.4,1.3,0.2,0.1,1.2,892,633,182,65,11,1,91.4,8.6,892,633,182,65,11,1,91.4,8.6,389,892,184,53,60,45,47,97,81,83.5,0,42,8.6,49.4,8.6,19.8,28.4,29,416,,435,106,85.8,7.5,0,0,6.6,0
4410000,Sabis International Charter (District),Sabis International Charter (District),446,27,"1,565",28.4,3.7,45.2,17.2,0,0,5.4,71,38,18,11,2,2,78.9,21.1,71,38,18,11,2,2,78.9,21.1,48,71,27,19,2,0,0,91,60,65.9,0,50,28.3,21.7,26.7,3.3,15,6,,,,98,92.9,3.1,0,1,3.1,0
2580000,Salem,Salem,"2,245",13.5,"3,772",6.6,2.6,43.9,42.4,0,0,4.5,132,21,37,34,21,19,43.9,56.1,132,21,37,34,21,19,43.9,56.1,59,132,28,11,9,5,6,219,110,50.2,0.9,27.3,21.8,50,20.9,33.6,9.1,61,531,,511,276,73.9,11.2,3.6,0.4,10.9,0
4850000,Salem Academy Charter (District),Salem Academy Charter (District),250,19,491,11.2,5.9,43.8,37.1,0,0,2,241,74,77,54,25,11,62.7,37.3,241,74,77,54,25,11,62.7,37.3,110,241,42,26,25,13,4,62,52,83.9,0,38.5,9.6,51.9,9.6,21.2,26.9,89,519,,497,76,81.6,5.3,1.3,0,11.8,0
2610000,Sandwich,Sandwich,"1,367",15.6,"2,351",1.2,2.3,3.4,90.8,0.6,0.2,1.4,290,80,84,65,40,21,56.6,43.4,290,80,84,65,40,21,56.6,43.4,174,290,81,70,23,0,0,170,127,74.7,0,33.9,22.8,43.3,22.8,13.4,14.2,75,565,,559,171,98.2,1.2,0,0.6,0,0
2620000,Saugus,Saugus,"1,099",17,"2,425",5.4,5.5,22.8,62.5,0.8,0.4,2.6,178,38,50,41,35,14,49.4,50.6,178,38,50,41,35,14,49.4,50.6,103,178,50,35,14,4,0,162,102,63,0,36.3,15.7,48,15.7,15.7,22.5,56,532,,529,179,87.7,3.9,0.6,0.6,7.3,0
2630000,Savoy,,61,5.7,45,2.2,0,2.2,95.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640000,Scituate,Scituate,"1,470",18.2,"2,879",2.6,0.7,2.1,92.3,0.1,0,2.2,516,62,145,153,109,47,40.1,59.9,516,62,145,153,109,47,40.1,59.9,256,516,99,82,52,18,5,225,174,77.3,0,48.9,2.9,48.3,1.7,2.9,14.9,379,577,,552,231,95.7,3.5,0.4,0,0.4,0
2650000,Seekonk,Seekonk,863,15.7,"2,014",2.1,3.6,6,84.4,0,0,3.9,281,74,54,57,61,35,45.6,54.4,281,74,54,57,61,35,45.6,54.4,149,281,64,52,23,7,3,141,108,76.6,0,25,26.9,48.1,25,5.6,21.3,128,565,,546,148,94.6,4.1,0,0.7,0.7,0
2660000,Sharon,Sharon,"1,529",19,"3,520",5.1,30,5.9,52.6,0.1,0.1,6.2,670,24,56,145,205,240,11.9,88.1,670,24,56,145,205,240,11.9,88.1,317,670,120,111,40,29,17,263,222,84.4,0,51.4,2.7,45.9,2.3,4.5,19.8,312,651,,667,273,94.9,4.4,0,0.4,0.4,0
8710000,Shawsheen Valley Regional Vocational Technical,Shawsheen Valley Regional Vocational Technical,717,16.3,"1,302",0.9,0.8,5.8,90.5,0.4,0,1.6,1,,,,,,,,1,,,,,,,,1,,,,,,,305,142,46.6,0,33.1,29.6,37.3,28.2,12,19.7,185,523,,504,309,97.1,2.6,0,0,0.3,0
2690000,Sherborn,,217,15.7,391,3.1,8.4,4.6,77.5,0,0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710000,Shrewsbury,Shrewsbury,"2,551",18.2,"6,046",3.4,33.2,9.3,49.2,0.5,0,4.4,852,35,105,190,260,262,16.4,83.6,852,35,105,190,260,262,16.4,83.6,393,852,136,115,93,40,9,492,407,82.7,0,42.3,12.3,45.5,12,11.5,20.4,504,609,,630,505,96.6,2.4,0,0.2,0.8,0
2720000,Shutesbury,,55,14.8,116,1.7,0.9,10.3,82.8,0.9,0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600000,Silver Lake,Silver Lake,814,18.9,"1,729",1.3,1,2.6,93.6,0.4,0,1.2,389,32,83,135,103,36,29.6,70.4,389,32,83,135,103,36,29.6,70.4,199,389,70,84,34,6,5,284,191,67.3,0,41.9,12.6,45.5,11.5,13.1,15.7,202,587,,589,291,97.6,0.7,0,0,1.7,0
4740000,Sizer School: A North Central Charter Essential (District),Sizer School: A North Central Charter Essential (District),234,13,370,7,1.4,25.4,63,0.5,0,2.7,27,7,18,2,0,0,92.6,7.4,27,7,18,2,0,0,92.6,7.4,24,27,21,3,0,0,0,44,24,54.5,0,45.8,8.3,45.8,8.3,33.3,8.3,18,563,,548,46,95.7,0,0,0,4.3,0
2730000,Somerset,,939,18.4,"1,623",0.9,1.7,4.9,89.2,0.3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630000,Somerset Berkley Regional School District,Somerset Berkley Regional School District,448,18,"1,007",1.1,0.5,4.4,92.4,0.2,0.1,1.4,461,47,105,129,113,67,33,67,461,47,105,129,113,67,33,67,228,461,100,58,43,21,6,252,199,79,0,31.2,23.6,45.2,23.1,11.6,27.1,195,569,,568,265,95.1,4.2,0,0,0.8,0
2740000,Somerville,Somerville,"2,366",12.3,"4,624",8.9,6.2,41.1,39.2,0.1,0.2,4.4,458,114,134,110,66,34,54.1,45.9,458,114,134,110,66,34,54.1,45.9,260,458,148,55,33,19,5,319,162,50.8,0,39.5,21.6,38.9,21,4.9,30.2,90,580,,575,342,88,7.6,0.6,0,3.8,0
2780000,South Hadley,South Hadley,697,17.4,"1,788",1.8,2,16,77.4,0.1,0,2.8,200,31,53,67,37,12,42,58,200,31,53,67,37,12,42,58,109,200,49,35,19,6,0,142,106,74.6,0,38.7,30.2,31.1,29.2,7.5,15.1,86,554,,550,147,95.9,2,0,0,2,0
8290000,South Middlesex Regional Vocational Technical,South Middlesex Regional Vocational Technical,761,12.6,815,4.8,1.4,41.1,47.7,2,0,3.1,76,18,29,16,12,1,61.8,38.2,76,18,29,16,12,1,61.8,38.2,44,76,22,16,3,2,1,168,65,38.7,0,26.2,32.3,41.5,30.8,23.1,13.8,14,586,,587,173,96,1.2,0,0.6,2.3,0
4880000,South Shore Charter Public (District),South Shore Charter Public (District),534,15.3,"1,013",35.7,5.5,6.3,45.7,0.4,0,6.3,118,22,50,29,13,4,61,39,118,22,50,29,13,4,61,39,81,118,51,24,5,1,0,71,52,73.2,0,40.4,9.6,50,9.6,25,15.4,123,517,,489,72,97.2,1.4,0,0,1.4,0
8730000,South Shore Regional Vocational Technical,South Shore Regional Vocational Technical,247,15,637,1.7,1.1,4.6,91.2,0.3,0,1.1,3,,,,,,,,3,,,,,,,,3,,,,,,,142,42,29.6,0,21.4,31,47.6,31,23.8,19,17,528,,522,145,95.9,2.1,0,0,2.1,0
2750000,Southampton,,173,15.1,460,0.2,1.5,7.2,87.6,0,0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760000,Southborough,,501,14.9,"1,243",1.7,20,5.7,67.4,0.2,0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770000,Southbridge,Southbridge,895,15.7,"1,886",1.8,1.3,62.5,32.1,0.2,0.2,2,75,33,30,8,3,1,84,16,75,33,30,8,3,1,84,16,42,75,19,14,8,1,0,78,29,37.2,0,37.9,51.7,10.3,48.3,10.3,0,6,,,,126,59.5,15.1,10.3,0.8,14.3,0
8720000,Southeastern Regional Vocational Technical,Southeastern Regional Vocational Technical,"1,408",8.2,"1,527",35.7,1.7,14,42.9,0,0,5.7,88,27,35,19,6,1,70.5,29.5,88,27,35,19,6,1,70.5,29.5,76,88,67,6,3,0,0,333,170,51.1,0,34.1,31.2,34.7,30,18.2,12.4,22,515,,491,339,97.6,1.5,0,0,0.9,0
7650000,Southern Berkshire,Southern Berkshire,470,12.1,655,1.4,0.2,8.9,84.4,0.5,0,4.7,37,9,5,10,11,2,37.8,62.2,37,9,5,10,11,2,37.8,62.2,26,37,15,11,0,0,0,55,25,45.5,0,52,20,28,16,8,0,29,568,,525,63,88.9,3.2,0,3.2,4.8,0
8760000,Southern Worcester County Regional Vocational Technical,Southern Worcester County Regional Vocational Technical,993,13.5,"1,168",0.9,0.7,11.4,85,0.1,0,1.9,170,51,62,28,22,7,66.5,33.5,170,51,62,28,22,7,66.5,33.5,106,170,59,32,13,2,0,248,107,43.1,0,36.4,26.2,37.4,24.3,22.4,9.3,86,537,,527,251,96,3.2,0,0,0.8,0
7660000,Southwick-Tolland-Granville Regional School District,Southwick-Tolland-Granville Regional School District,774,14.4,"1,403",1.8,1,5.4,89.3,0.3,0,2.3,91,26,20,27,13,5,50.5,49.5,91,26,20,27,13,5,50.5,49.5,67,91,46,18,3,0,0,114,76,66.7,0,34.2,22.4,43.4,22.4,25,5.3,40,542,,540,116,96.6,0,0,0,3.4,0
7670000,Spencer-E Brookfield,Spencer-E Brookfield,469,15.5,"1,353",2.7,1.3,16.3,75.5,0.2,0,3.9,48,7,13,19,7,2,41.7,58.3,48,7,13,19,7,2,41.7,58.3,20,48,2,10,6,2,0,61,35,57.4,0,25.7,31.4,42.9,31.4,28.6,5.7,8,,,,71,78.9,15.5,0,0,5.6,0
2810000,Springfield,Springfield,"21,372",11.5,"24,098",18.6,2.1,68,9,0.1,0,2.2,975,506,262,139,57,11,78.8,21.2,975,506,262,139,57,11,78.8,21.2,561,975,299,152,77,24,9,1436,509,35.4,0,34.4,45,20.6,43.6,8.3,8.1,579,471,,467,"1,801",77,9.1,0.5,0.8,12.5,0
35100000,Springfield Preparatory Charter School (District),,87,32.5,374,17.4,2.4,69,9.4,0,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840000,Stoneham,Stoneham,"1,483",13.4,"2,288",2.2,5.8,10,77.8,0.3,0,3.9,213,20,51,71,56,15,33.3,66.7,213,20,51,71,56,15,33.3,66.7,124,213,68,36,12,6,2,181,138,76.2,0,44.9,10.9,43.5,10.9,12.3,15.9,83,549,,554,185,95.7,2.7,0,0.5,1.1,0
2850000,Stoughton,Stoughton,"1,941",16,"3,436",25,6.1,14.7,48,0.2,0.3,5.8,242,75,66,65,32,4,58.3,41.7,242,75,66,65,32,4,58.3,41.7,123,242,51,37,23,12,0,264,167,63.3,0,34.1,15,50.9,15,19.2,21,76,554,,555,277,92.4,4.7,0.4,0,2.5,0
2870000,Sturbridge,,295,17.7,809,1,1.5,7.3,84.8,0.3,0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890000,Sturgis Charter Public (District),,453,14.1,853,2.5,2.9,4.9,86.5,0.4,0.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,192,164,85.4,0,40.2,16.5,43.3,15.9,7.3,17.7,98,587,,572,194,97.9,0,0,0,2.1,0
2880000,Sudbury,,"1,918",15.2,"2,547",2.9,9.8,5.5,73.8,0,0.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890000,Sunderland,,153,13.3,190,4.7,6.3,11.6,69,0,0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900000,Sutton,Sutton,463,17.4,"1,258",1.1,1.4,4,89.7,0,0.1,3.7,208,26,68,60,39,15,45.2,54.8,208,26,68,60,39,15,45.2,54.8,131,208,75,36,19,1,0,102,89,87.3,0,40.4,3.4,56.2,3.4,14.6,21.3,97,562,,546,106,96.2,2.8,0,0,0.9,0
2910000,Swampscott,Swampscott,"1,208",16.8,"2,134",3.7,2.7,12.1,78.1,0.2,0,3.1,439,32,105,127,105,70,31.2,68.8,439,32,105,127,105,70,31.2,68.8,189,439,62,49,48,19,11,160,124,77.5,0,37.1,10.5,52.4,10.5,12.1,12.9,128,606,,596,163,95.7,3.7,0,0,0.6,0
2920000,Swansea,Swansea,"1,786",8.9,"2,013",0.9,1.2,2.7,93.5,0.2,0,1.4,199,49,49,58,37,6,49.2,50.8,199,49,49,58,37,6,49.2,50.8,109,199,47,41,15,5,1,129,83,64.3,0,30.1,25.3,44.6,22.9,13.3,22.9,101,564,,547,133,94.7,4.5,0,0,0.8,0
39020000,TEC Connections Academy Commonwealth Virtual School District,TEC Connections Academy Commonwealth Virtual School District,592,45.8,"2,661",7.8,2.6,18.9,63.4,0.2,0.3,6.8,73,8,19,21,16,9,37,63,73,8,19,21,16,9,37,63,45,73,27,11,5,1,1,287,115,40.1,0,39.1,39.1,21.7,38.3,7.8,7.8,39,585,,555,534,42.1,14.4,0,7.1,36.3,0
7700000,Tantasqua,Tantasqua,"1,186",14.8,"1,776",1.2,1.1,6.5,87.3,0.1,0.1,3.8,327,31,89,98,72,37,36.7,63.3,327,31,89,98,72,37,36.7,63.3,195,327,103,58,29,4,1,291,183,62.9,0,35,20.2,44.8,19.7,12.6,19.7,142,575,,596,298,97,1.3,0.3,0.7,0.7,0
2930000,Taunton,Taunton,"3,299",19.4,"7,861",19.8,1.1,13.6,59.3,0.3,0.2,5.7,430,135,125,94,46,30,60.5,39.5,430,135,125,94,46,30,60.5,39.5,306,430,214,65,22,5,0,506,266,52.6,0,23.7,32.7,43.6,31.6,13.9,21.4,211,538,,514,545,91.9,2.9,1.7,0,3.5,0
2950000,Tewksbury,Tewksbury,"1,487",17.9,"3,221",4,4.1,6.6,83.3,0.1,0,1.9,381,48,94,99,111,29,37.3,62.7,381,48,94,99,111,29,37.3,62.7,242,381,153,54,23,9,3,226,154,68.1,0,49.4,9.7,40.9,9.7,5.8,20.8,196,552,,545,234,94.9,2.6,0,0,2.6,0
2960000,Tisbury,,205,13.8,292,6.5,0.7,36.6,49.3,2.1,0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980000,Topsfield,,204,15.1,585,0.2,1.5,4.6,90.4,0.9,0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8780000,Tri-County Regional Vocational Technical,Tri-County Regional Vocational Technical,569,16.6,946,1,0.9,7.8,85.4,0.1,0.1,4.8,83,20,33,18,10,2,63.9,36.1,83,20,33,18,10,2,63.9,36.1,64,83,45,19,0,0,0,247,124,50.2,0,36.3,25,38.7,21.8,18.5,7.3,38,538,,520,252,97.2,2,0,0,0.8,0
7730000,Triton,Triton,"1,124",16.9,"2,198",1.6,2.1,3.9,90.1,0.1,0.1,2,129,7,33,41,31,17,31,69,129,7,33,41,31,17,31,69,77,129,44,19,10,3,1,174,117,67.2,0,30.8,32.5,36.8,30.8,7.7,14.5,63,595,,585,190,89.5,4.2,0.5,2.1,3.7,0
